"","est_escapement","optim_speed","cap_beta1","cap_beta2","surv_beta1","surv_beta2","loglik","model","QAICC","c_hat","lower_ci","upper_ci","n_boot","boot_speed"
"1",39975,3.83159708976746,-1.81580047036679,-1.81580047036679,2.44397887242243,2.44397887242243,536.39253916876,"constant capture and survival rates",439.400461806683,2.4753210473469,34130,47525,50,3.6319042523702
"2",40013,4.4120500087738,-1.81812904837257,-1.81812904837257,5.15267478339862,0,536.392150545981,"constant capture rate and survival related the sex",439.400147808805,2.4753210473469,34339,50334,50,4.4096329331398
"3",38475,5.69990515708923,-1.70882756919737,-1.70882756919737,5.23561222758346,-0.0248206774793376,533.691921715029,"constant capture rate and survival related the length",437.218427717307,2.4753210473469,31960,46698,50,4.30549378395081
"4",40015,4.0351197719574,-3.63646550949748,0,2.58198480279451,2.58198480279451,536.392150432915,"capture related to sex and constant survival rate",439.40014771745,2.4753210473469,33722,47837,50,3.70290088653564
"5",45335,4.53305006027222,-2.3605613687383,-0.0118194515450269,2.29079293086607,2.29079293086609,531.186162395647,"capture related to length and constant survival rate",435.193834324003,2.4753210473469,37976,56073,50,3.81765136321386
"6",38463,3.36974406242371,-3.41765730954961,0,5.23564665184099,-0.0248036659589507,533.691995211388,"capture related to sex and survival related to length",437.218487100601,2.4753210473469,33071,45966,50,4.03460024992625
"7",45310,4.046138048172,-2.35939884420237,-0.0118200022319447,4.55708807991211,0,531.18639590245,"capture related to length and survival related to sex",435.194022991896,2.4753210473469,37817,59989,50,5.00400801897049
"8",39988,3.70147299766541,-3.63295774439899,0,4.95484643727781,0,536.392356433191,"capture related to sex and survival related to sex",439.400314160729,2.4753210473469,32653,49069,50,4.400408466657
"9",44651,6.76568484306335,-2.40071561922588,-0.0111421028479734,4.79743192853534,-0.00924332762303878,531.149534782759,"capture related to length and survival related to length",435.164240091831,2.4753210473469,36105,54783,50,5.70007883707682
